url,full_title_tesim,spotlight_upload_attribution_tesim,spotlight_upload_date_tesim
http://library.ucsd.edu/dc/object/bb7578073k/_2.jpg,Por un Guatemala sin dueños ni patrones,"Castañeda, Oscar; Partido de Avanzada Nacional (Guatemala)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb3584862n/_2.jpg,Rebeca Flores Diputada Renovadora,Movimiento Renovador (El Salvador),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb17759715/_2.jpg,Sigamos progresando en paz,"Castillo Morales, Carlos Manuel; Partido Liberación Nacional",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb9728263d/_2.jpg,En Memoria de Mélida Anaya Montes,"Anaya Montes, Mélida; Frente Farabundo Martí para la Liberación Nacional",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb01377339/_2.jpg,Presidente PINU el único camino,"Aguilar Paz, Enrique; Partido Innovación y Unidad (Honduras)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb5837445f/_2.jpg,Cumplimos continuemos,"Frente Farabundo Martí para la Liberación Nacional; Rivas Zamora, Carlos",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb85337142/_2.jpg,Con toda seguridad!,"Mijangos, Elena; Unidad Revolucionaria Nacional Guatemalteca",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb74074221/_2.jpg,Vota: tu voto es importante,"González, Xiomara; Unión del Cambio Nacionalista (Guatemala)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb6281136s/_2.jpg,FSLN,Frente Sandinista de Liberación Nacional,between 1984 and 2009
http://library.ucsd.edu/dc/object/bb1161633t/_2.jpg,Compañero Schafik,"Frente Farabundo Martí para la Liberación Nacional; Hándal, Schafik Jorge; Partido Comunista de El Salvador",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb10592433/_2.jpg,"Diputada Karina Sosa, San Salvador","Frente Farabundo Martí para la Liberación Nacional; Sosa, Karina",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb34483427/_2.jpg,"Con mucho aprecio, Alvaro Arzú","Arzú, Alvaro; Partido de Avanzada Nacional (Guatemala)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb2902263p/_2.jpg,"Nicarguenses, Juro Ante Dios ante la Patria","Frente Sandinista de Liberación Nacional; Ortega, Daniel",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb9045665b/_2.jpg,Mujer Por Nuestsros Derechos,"Frente Sandinista de Liberación Nacional; Vargas Escobar, Milú",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb5564403b/_2.jpg,"Butkam Yabia Taim Pain Luki Kaiks [Translation: Decide bien antes de votar""/""Think about your choice before you vote.""]",Movimiento de Unidad Revolucionaria (Nicaragua),between 1984 and 2009
http://library.ucsd.edu/dc/object/bb02059940/_2.jpg,"Mira por tu país, mira por ti","Cárdenas Solórzano, Cuauhtémoc; Partido de la Revolución Democrática (Mexico)",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb2697482g/_2.jpg,Sigamos juntos la gran obra de mejorar San Salvador,"Alianza Republicana Nacionalista (El Salvador); Salazar Valiente, Mario",between 1984 and 2009
http://library.ucsd.edu/dc/object/bb8294804p/_2.jpg,Gobernantes de El Salvador,Equipo Maíz,between 1984 and 2009
